"seq_id","COG","COG_categories","description"
"210702-DFI.5.16","COG1653@2","G","Extracellular solute-binding protein"
"210702-DFI.5.16","COG1175@2","P","PFAM binding-protein-dependent transport systems inner membrane component"
"210702-DFI.5.16","COG0395@2","P","PFAM binding-protein-dependent transport systems inner membrane component"
"210702-DFI.5.16","COG2942@2","G","Catalyzes the reversible epimerization of cellobiose to 4-O-beta-D-glucopyranosyl-D-mannose (Glc-Man)"
"210702-DFI.5.16","COG1898@2","M","Catalyzes the epimerization of the C3' and C5'positions of dTDP-6-deoxy-D-xylo-4-hexulose, forming dTDP-6-deoxy-L-lyxo-4- hexulose"
"210702-DFI.5.16","COG2152@2","G","Converts 4-O-beta-D-mannopyranosyl-D-glucopyranose (Man- Glc) to mannose 1-phosphate (Man1P) and glucose"
"210702-DFI.5.16","COG2152@2","G","PFAM Glycosidase"
"210702-DFI.5.16","COG1482@2","G","mannose-6-phosphate isomerase"
"210702-DFI.5.16","COG1609@2","T","diguanylate cyclase"
"210702-DFI.5.16","COG2199@2","T","diguanylate cyclase"
"210702-DFI.5.16","COG1307@2","S","EDD domain protein, DegV family"
"210702-DFI.5.16","COG0396@2","O","FeS assembly ATPase SufC"
"210702-DFI.5.16","COG0719@2","O","feS assembly protein SufB"
"210702-DFI.5.16","COG0719@2","O","SufB sufD domain protein"
"210702-DFI.5.16","COG0520@2","E","Cysteine desulfurase"
"210702-DFI.5.16","COG0822@2","C","assembly protein, NifU family"
"210702-DFI.5.16","COG0474@2","P","ATPase, P-type (transporting), HAD superfamily, subfamily IC"
"210702-DFI.5.16","COG2205@2","T","PhoQ Sensor"
"210702-DFI.5.16","COG0745@2","KT","COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain"
"210702-DFI.5.16","COG5492@2","N","COG COG5492 Bacterial surface proteins containing Ig-like domains"
"210702-DFI.5.16","COG5492@2","N","COG COG5492 Bacterial surface proteins containing Ig-like domains"
"210702-DFI.5.16","COG5263@2","S","repeat protein"
"210702-DFI.5.16","COG5492@2","N","COG COG5492 Bacterial surface proteins containing Ig-like domains"
"210702-DFI.5.16","COG2755@2","E","COG2755 Lysophospholipase L1 and related esterases"
"210702-DFI.5.16","COG0031@2","E","Belongs to the cysteine synthase cystathionine beta- synthase family"
"210702-DFI.5.16","COG1613@2","P","Extracellular solute-binding protein"
"210702-DFI.5.16","COG0555@2","P","PFAM Binding-protein-dependent transport system inner membrane component"
"210702-DFI.5.16","COG1309@2","K","dihydroxyacetone kinase regulator"
"210702-DFI.5.16","COG4208@2","P","sulfate ABC transporter, permease protein CysW"
"210702-DFI.5.16","COG3842@2","P","Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system"
"210702-DFI.5.16","COG1053@2","C","PFAM fumarate reductase succinate dehydrogenase flavoprotein domain protein"
"210702-DFI.5.16","COG1146@2","C","PFAM 4Fe-4S ferredoxin iron-sulfur binding domain protein"
"210702-DFI.5.16","COG0175@2","EH","PFAM Phosphoadenosine phosphosulfate reductase"
"210702-DFI.5.16","COG2895@2","H","Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. CysN NodQ subfamily"
"210702-DFI.5.16","COG5464@2","S","transposase or invertase"
"210702-DFI.5.16","COG3513@2","L","CRISPR (clustered regularly interspaced short palindromic repeat) is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). In type II CRISPR systems correct processing of pre-crRNA requires a trans-encoded small RNA (tracrRNA), endogenous ribonuclease 3 (rnc) and this protein. The tracrRNA serves as a guide for ribonuclease 3-aided processing of pre-crRNA. Subsequently Cas9 crRNA tracrRNA endonucleolytically cleaves linear or circular dsDNA target complementary to the spacer"
"210702-DFI.5.16","COG1518@2","L","CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. Involved in the integration of spacer DNA into the CRISPR cassette"
"210702-DFI.5.16","COG1518@2","L","CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. Involved in the integration of spacer DNA into the CRISPR cassette"
"210702-DFI.5.16","COG3512@2","L","CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease. Involved in the integration of spacer DNA into the CRISPR cassette"
"210702-DFI.5.16","COG4637@2","K","Psort location Cytoplasmic, score 8.87"
"210702-DFI.5.16","COG4637@2","S","Predicted AAA-ATPase"
"210702-DFI.5.16","COG3279@2","T","LytTr DNA-binding domain protein"
"210702-DFI.5.16","2ZA47@2","S","Psort location CytoplasmicMembrane, score"
"210702-DFI.5.16","COG3290@2","T","PFAM Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
"210702-DFI.5.16","COG0534@2","V","Mate efflux family protein"
"210702-DFI.5.16","COG2873@2","E","PFAM Cys Met metabolism"
"210702-DFI.5.16","COG2221@2","C","Belongs to the nitrite and sulfite reductase 4Fe-4S domain family"
"210702-DFI.5.16","COG0476@2","H","PFAM UBA THIF-type NAD FAD binding"
"210702-DFI.5.16","COG2207@2","K","response regulator receiver"
"210702-DFI.5.16","COG4753@2","K","response regulator receiver"
"210702-DFI.5.16","COG2972@2","T","Histidine kinase"
"210702-DFI.5.16","COG2182@2","G","ABC transporter, solute-binding protein"
"210702-DFI.5.16","32QSU@2","S","Helix-turn-helix domain"
"210702-DFI.5.16","COG1175@2","P","PFAM binding-protein-dependent transport systems inner membrane component"
"210702-DFI.5.16","COG3833@2","P","PFAM binding-protein-dependent transport systems inner membrane component"
"210702-DFI.5.16","COG1653@2","G","ABC-type sugar transport system periplasmic component"
"210702-DFI.5.16","COG0546@2","S","HAD-hyrolase-like"
"210702-DFI.5.16","COG0534@2","V","Psort location CytoplasmicMembrane, score"
"210702-DFI.5.16","COG2199@2","T","diguanylate cyclase"
"210702-DFI.5.16","COG4716@2","S","Myosin-crossreactive antigen"
"210702-DFI.5.16","COG0697@2","EG","Psort location CytoplasmicMembrane, score"
"210702-DFI.5.16","COG1051@2","F","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG1661@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.16","2ZA5G@2","S","Domain of unknown function (DUF4261)"
"210702-DFI.5.16","COG0789@2","K","helix_turn_helix, mercury resistance"
"210702-DFI.5.16","COG1266@2","S","CAAX protease self-immunity"
"210702-DFI.5.16","312WU@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG0640@2","K","helix_turn_helix, Arsenical Resistance Operon Repressor"
"210702-DFI.5.16","COG5658@2","S","Protein of unknown function (DUF1648)"
"210702-DFI.5.16","COG1396@2","K","Helix-turn-helix XRE-family like proteins"
"210702-DFI.5.16","2Z7XB@2","S","MobA/MobL family"
"210702-DFI.5.16","32TVS@2","S","Psort location Cytoplasmic, score 8.87"
"210702-DFI.5.16","COG1396@2","K","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG0582@2","L","Belongs to the 'phage' integrase family"
"210702-DFI.5.16","COG1373@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG1073@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG1475@2","K","transcriptional regulators"
"210702-DFI.5.16","2ZTAU@2","S","Psort location Cytoplasmic, score 8.96"
"210702-DFI.5.16","COG4734@2","S","Antirestriction protein (ArdA)"
"210702-DFI.5.16","2Z9VD@2","S","Protein of unknown function (DUF3801)"
"210702-DFI.5.16","COG3505@2","U","TraM recognition site of TraD and TraG"
"210702-DFI.5.16","32RXK@2","S","Maff2 family"
"210702-DFI.5.16","COG3655@2","K","Cro/C1-type HTH DNA-binding domain"
"210702-DFI.5.16","2ZBQ6@2","S","Transposon-encoded protein TnpV"
"210702-DFI.5.16","COG1196@2","D","MobA MobL family protein"
"210702-DFI.5.16","COG0358@2","L","Psort location Cytoplasmic, score 8.87"
"210702-DFI.5.16","COG5545@2","S","Psort location Cytoplasmic, score 8.87"
"210702-DFI.5.16","COG1961@2","L","Psort location Cytoplasmic, score 8.87"
"210702-DFI.5.16","2Z81B@2","S","COG NOG28113 non supervised orthologous group"
"210702-DFI.5.16","COG0863@2","L","DNA methylase"
"210702-DFI.5.16","COG3451@2","U","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG0791@2","M","NlpC/P60 family"
"210702-DFI.5.16","314Y6@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.16","2Z81G@2","S","Domain of unknown function (DUF4366)"
"210702-DFI.5.16","2Z9MA@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.16","33FDC@2","S","Domain of unknown function (DUF4316)"
"210702-DFI.5.16","2ZTUJ@2","S","Bacterial mobilisation protein (MobC)"
"210702-DFI.5.16","COG3843@2","U","Relaxase mobilization nuclease domain protein"
"210702-DFI.5.16","COG1476@2","K","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG0745@2","K","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG2205@2","T","PhoQ Sensor"
"210702-DFI.5.16","COG1136@2","V","ABC transporter"
"210702-DFI.5.16","COG0577@2","V","Psort location CytoplasmicMembrane, score"
"210702-DFI.5.16","COG1961@2","L","Resolvase, N terminal domain"
"210702-DFI.5.16","COG1846@2","K","Transcriptional regulator, MarR family"
"210702-DFI.5.16","COG4422@2","F","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG1533@2","L","Psort location Cytoplasmic, score"
"210702-DFI.5.16","32S0R@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG0778@2","C","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG0679@2","S","Transporter, auxin efflux carrier (AEC) family protein"
"210702-DFI.5.16","COG2199@2","T","GGDEF domain"
"210702-DFI.5.16","COG3452@2","T","GGDEF domain"
"210702-DFI.5.16","COG0071@2","O","Belongs to the small heat shock protein (HSP20) family"
"210702-DFI.5.16","COG0427@2","C","PFAM Acetyl-CoA hydrolase transferase"
"210702-DFI.5.16","COG1595@2","K","Belongs to the sigma-70 factor family. ECF subfamily"
"210702-DFI.5.16","COG1595@2","K","DNA-templated transcription, initiation"
"210702-DFI.5.16","COG1408@2","M","Ser Thr phosphatase family protein"
"210702-DFI.5.16","COG0503@2","F","Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis"
"210702-DFI.5.16","COG4670@2","I","Belongs to the 3-oxoacid CoA-transferase family"
"210702-DFI.5.16","COG1396@2","K","Helix-turn-helix XRE-family like proteins"
"210702-DFI.5.16","COG0454@2","K","-acetyltransferase"
"210702-DFI.5.16","COG4932@2","M","Psort location Cellwall, score"
"210702-DFI.5.16","COG0741@2","M","COG COG0791 Cell wall-associated hydrolases (invasion-associated proteins)"
"210702-DFI.5.16","COG0791@2","M","COG COG0791 Cell wall-associated hydrolases (invasion-associated proteins)"
"210702-DFI.5.16","2Z8HY@2","S","COG NOG08579 non supervised orthologous group"
"210702-DFI.5.16","COG0582@2","L","viral genome integration into host DNA"
"210702-DFI.5.16","COG0582@2","L","Psort location Cytoplasmic, score 8.87"
"210702-DFI.5.16","COG3177@2","K","Psort location Cytoplasmic, score 8.87"
"210702-DFI.5.16","COG4637@2","K","Psort location Cytoplasmic, score 8.87"
"210702-DFI.5.16","COG1136@2","V","ABC transporter"
"210702-DFI.5.16","COG0577@2","V","Efflux ABC transporter, permease protein"
"210702-DFI.5.16","COG1196@2","V","Efflux ABC transporter, permease protein"
"210702-DFI.5.16","COG0727@2","S","N-methylation of lysine residues in flagellin K00599"
"210702-DFI.5.16","30RM3@2","S","L-2-amino-thiazoline-4-carboxylic acid hydrolase"
"210702-DFI.5.16","327ZY@2","S","Restriction endonuclease"
"210702-DFI.5.16","COG1216@2","V","Glycosyl transferase, family 2"
"210702-DFI.5.16","COG4974@2","L","Belongs to the 'phage' integrase family"
"210702-DFI.5.16","COG3645@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG0199@2","J","Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site"
"210702-DFI.5.16","COG0639@2","T","phosphoprotein phosphatase activity"
"210702-DFI.5.16","COG0071@2","O","Belongs to the small heat shock protein (HSP20) family"
"210702-DFI.5.16","COG3279@2","T","LytTr DNA-binding domain"
"210702-DFI.5.16","COG3290@2","T","signal transduction protein with a C-terminal ATPase domain"
"210702-DFI.5.16","COG1131@2","V","ATPases associated with a variety of cellular activities"
"210702-DFI.5.16","COG0546@2","C","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG1167@2","K","aminotransferase class I and II"
"210702-DFI.5.16","COG0662@2","G","Cupin domain"
"210702-DFI.5.16","COG1283@2","P","Na Pi-cotransporter"
"210702-DFI.5.16","COG0855@2","P","Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP)"
"210702-DFI.5.16","COG0512@2","EH","TIGRFAM glutamine amidotransferase of anthranilate synthase"
"210702-DFI.5.16","COG0147@2","EH","Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine- binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia"
"210702-DFI.5.16","COG0115@2","EH","Aminotransferase class IV"
"210702-DFI.5.16","COG1720@2","Q","Methyltransferase, YaeB"
"210702-DFI.5.16","COG0092@2","J","Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation"
"210702-DFI.5.16","COG0226@2","P","phosphate binding protein"
"210702-DFI.5.16","COG0573@2","P","probably responsible for the translocation of the substrate across the membrane"
"210702-DFI.5.16","COG0581@2","P","phosphate transport system permease"
"210702-DFI.5.16","COG1117@2","P","Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system"
"210702-DFI.5.16","COG0704@2","P","Plays a role in the regulation of phosphate uptake"
"210702-DFI.5.16","COG0197@2","J","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs"
"210702-DFI.5.16","COG0255@2","J","Belongs to the universal ribosomal protein uL29 family"
"210702-DFI.5.16","COG1283@2","P","Na Pi-cotransporter"
"210702-DFI.5.16","COG0745@2","T","Response regulator receiver domain protein"
"210702-DFI.5.16","COG5002@2","T","Histidine kinase"
"210702-DFI.5.16","COG1744@2","S","basic membrane"
"210702-DFI.5.16","COG2129@2","S","Ser Thr phosphatase family protein"
"210702-DFI.5.16","COG0186@2","J","One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA"
"210702-DFI.5.16","COG0372@2","C","citrate synthase"
"210702-DFI.5.16","COG2606@2","S","Belongs to the prolyl-tRNA editing family. YbaK EbsC subfamily"
"210702-DFI.5.16","COG1092@2","J","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG1401@2","V","AAA domain (dynein-related subfamily)"
"210702-DFI.5.16","2Z7P8@2","L","LlaJI restriction endonuclease"
"210702-DFI.5.16","COG0093@2","J","Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome"
"210702-DFI.5.16","COG2263@2","J","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG1432@2","S","Psort location Cytoplasmic, score 8.87"
"210702-DFI.5.16","COG0051@2","J","Involved in the binding of tRNA to the ribosomes"
"210702-DFI.5.16","COG0087@2","J","One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit"
"210702-DFI.5.16","COG0088@2","J","Forms part of the polypeptide exit tunnel"
"210702-DFI.5.16","COG0089@2","J","One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome"
"210702-DFI.5.16","COG0090@2","J","One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity"
"210702-DFI.5.16","COG0185@2","J","Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA"
"210702-DFI.5.16","COG0097@2","J","This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center"
"210702-DFI.5.16","COG3409@2","M","Peptidoglycan binding domain protein"
"210702-DFI.5.16","COG0256@2","J","This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance"
"210702-DFI.5.16","COG0098@2","J","Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body"
"210702-DFI.5.16","COG1841@2","J","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"210702-DFI.5.16","COG0200@2","J","Binds to the 23S rRNA"
"210702-DFI.5.16","COG0201@2","U","The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently"
"210702-DFI.5.16","COG0469@2","G","Belongs to the pyruvate kinase family"
"210702-DFI.5.16","COG0791@2","M","PFAM NLP P60 protein"
"210702-DFI.5.16","COG0563@2","F","Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism"
"210702-DFI.5.16","COG0024@2","E","Methionine aminopeptidase"
"210702-DFI.5.16","COG0361@2","J","One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex"
"210702-DFI.5.16","COG0257@2","J","Belongs to the bacterial ribosomal protein bL36 family"
"210702-DFI.5.16","COG0522@2","J","One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit"
"210702-DFI.5.16","COG0202@2","K","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates"
"210702-DFI.5.16","COG0203@2","J","ribosomal protein l17"
"210702-DFI.5.16","COG1129@2","G","abc transporter atp-binding protein"
"210702-DFI.5.16","COG0619@2","P","Transmembrane (T) component of an energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates"
"210702-DFI.5.16","COG0101@2","J","Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs"
"210702-DFI.5.16","COG0745@2","T","response regulator receiver"
"210702-DFI.5.16","COG1454@2","C","alcohol dehydrogenase"
"210702-DFI.5.16","COG0102@2","J","This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly"
"210702-DFI.5.16","COG0103@2","J","Belongs to the universal ribosomal protein uS9 family"
"210702-DFI.5.16","COG0053@2","P","Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family"
"210702-DFI.5.16","COG0834@2","ET","Belongs to the bacterial solute-binding protein 3 family"
"210702-DFI.5.16","COG0765@2","P","Abc transporter, permease protein"
"210702-DFI.5.16","COG1126@2","E","abc transporter atp-binding protein"
"210702-DFI.5.16","COG0662@2","G","Cupin 2, conserved barrel domain protein"
"210702-DFI.5.16","COG1653@2","G","ABC transporter, solute-binding protein"
"210702-DFI.5.16","COG1175@2","P","Abc transporter, permease protein"
"210702-DFI.5.16","COG0395@2","P","sugar transport system permease"
"210702-DFI.5.16","COG1595@2","K","Belongs to the sigma-70 factor family. ECF subfamily"
"210702-DFI.5.16","COG1640@2","G","4-alpha-glucanotransferase"
"210702-DFI.5.16","COG1609@2","K","Periplasmic binding protein LacI transcriptional regulator"
"210702-DFI.5.16","345KK@2","S","Psort location CytoplasmicMembrane, score 9.99"
"210702-DFI.5.16","COG0034@2","F","Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine"
"210702-DFI.5.16","COG0037@2","H","Belongs to the TtcA family"
"210702-DFI.5.16","COG0607@2","H","Belongs to the TtcA family"
"210702-DFI.5.16","COG2205@2","T","PhoQ Sensor"
"210702-DFI.5.16","COG0471@2","P","TIGRFAM anion transporter"
"210702-DFI.5.16","COG1696@2","M","Membrane protein involved in D-alanine export"
"210702-DFI.5.16","COG2755@2","E","lipolytic protein G-D-S-L family"
"210702-DFI.5.16","COG1854@2","H","Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5- dihydroxy-2,3-pentadione (DPD)"
"210702-DFI.5.16","COG0452@2","H","Dipicolinic acid synthetase, b subunit"
"210702-DFI.5.16","COG0318@2","IQ","Acyl-CoA synthetase (AMP-forming) AMP-acid ligase II"
"210702-DFI.5.16","COG0236@2","IQ","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG2608@2","P","Heavy metal-associated domain protein"
"210702-DFI.5.16","COG2217@2","P","ATPase, P-type (transporting), HAD superfamily, subfamily IC"
"210702-DFI.5.16","COG0640@2","K","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG1725@2","K","Transcriptional regulator"
"210702-DFI.5.16","COG1131@2","V","ABC transporter"
"210702-DFI.5.16","COG0546@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG0685@2","E","5,10-methylenetetrahydrofolate reductase"
"210702-DFI.5.16","COG1610@2","S","YqeY-like protein"
"210702-DFI.5.16","COG0494@2","L","NUDIX domain"
"210702-DFI.5.16","33N5Y@2","S","Vitamin B12 dependent methionine synthase"
"210702-DFI.5.16","COG3878@2","J","Protein conserved in bacteria"
"210702-DFI.5.16","COG0681@2","U","Belongs to the peptidase S26 family"
"210702-DFI.5.16","COG0534@2","V","MATE efflux family protein"
"210702-DFI.5.16","COG0456@2","K","Acetyltransferase (GNAT) domain"
"210702-DFI.5.16","COG2606@2","KT","YbaK proline--tRNA ligase associated domain protein"
"210702-DFI.5.16","COG1234@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG3201@2","H","nicotinamide mononucleotide transporter"
"210702-DFI.5.16","COG1247@2","M","COG0454 Histone acetyltransferase HPA2 and related acetyltransferases"
"210702-DFI.5.16","COG0422@2","H","Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction"
"210702-DFI.5.16","COG4968@2","NU","Prokaryotic N-terminal methylation motif"
"210702-DFI.5.16","COG0534@2","V","Mate efflux family protein"
"210702-DFI.5.16","COG1434@2","O","Psort location CytoplasmicMembrane, score"
"210702-DFI.5.16","COG3959@2","G","Transketolase, thiamine diphosphate binding domain"
"210702-DFI.5.16","COG1544@2","J","Required for dimerization of active 70S ribosomes into 100S ribosomes in stationary phase"
"210702-DFI.5.16","COG0502@2","H","Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism"
"210702-DFI.5.16","COG2030@2","I","dehydratase"
"210702-DFI.5.16","COG3757@2","M","Hydrolase Family 25"
"210702-DFI.5.16","347Z9@2","S","Psort location CytoplasmicMembrane, score"
"210702-DFI.5.16","COG0858@2","J","One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA"
"210702-DFI.5.16","COG3872@2","J","Psort location CytoplasmicMembrane, score"
"210702-DFI.5.16","COG2890@2","J","Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif"
"210702-DFI.5.16","COG0216@2","J","Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA"
"210702-DFI.5.16","COG0079@2","E","Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily"
"210702-DFI.5.16","2ZCAA@2","S","Psort location Cytoplasmic, score 8.87"
"210702-DFI.5.16","COG1309@2","K","Transcriptional regulator"
"210702-DFI.5.16","COG2256@2","L","ATPase related to the helicase subunit of the Holliday junction resolvase"
"210702-DFI.5.16","COG3012@2","U","Psort location Cytoplasmic, score"
"210702-DFI.5.16","COG0210@2","L","DNA helicase"
"210702-DFI.5.16","COG0297@2","G","Synthesizes alpha-1,4-glucan chains using ADP-glucose"
"210702-DFI.5.16","34BYG@2","S","sporulation sigma-E factor processing peptidase K06383"
"210702-DFI.5.16","COG1293@2","K","Fibronectin-binding protein"
"210702-DFI.5.16","COG1561@2","S","TIGR00255 family"
"210702-DFI.5.16","COG0194@2","F","Essential for recycling GMP and indirectly, cGMP"
"210702-DFI.5.16","COG1758@2","K","Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits"
"210702-DFI.5.16","COG0769@2","M","Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan"
"210702-DFI.5.16","COG1198@2","L","Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA"
"210702-DFI.5.16","COG0223@2","J","Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus"
"210702-DFI.5.16","COG0144@2","J","Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA"
"210702-DFI.5.16","COG0781@2","J","Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA"
"210702-DFI.5.16","COG0820@2","J","Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs"
"210702-DFI.5.16","COG0631@2","T","Phosphatase"
"210702-DFI.5.16","COG0515@2","KLT","serine threonine protein kinase"
