accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_016501025.1	0	100.0	0.05	Specific	99.88	0.47	1173	f__Enterobacteriaceae (UID5124)	336	0.0	4354334	89.06632150148491	13	2630217	53.80013405969113	4888867	GB_GCA_900446925.1	f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_B;s__Citrobacter_B koseri	not type material	none	f	1	1	2713470	2713470	2951	1	2903	NZ_JADVEM010000011.1	2713470	2	111	NZ_JADVEM010000001.1	2903	5339	0	99.862	CP026709.3984718.3987650	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter koseri	376066	376066	t	f	f	2713470	2713470	Contig	ASM1650102v1	na	PRJNA224116	SAMN16340014	13	2713470	USA: Pittsburgh; Pennsylvania	2021-01-05	GCA_016501025.1	none	full	na	urine	40.44 N 79.97 W	0	4	Citrobacter koseri	none	na	4	none	none	none	none	none	2021/01/05	0	545	1	CB00173	University of Pittsburgh	545	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter koseri	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter koseri	0	4888867	11	77	na	4888867	0	JADVEM000000000.1	4566	13	1518	1	none	none	none	none	none	none	1447	NZ_JADVEM010000012.1	1447	2673	0	100	CP023527.3479601.3481156	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Citrobacter koseri	0	18	78	1
GB_GCA_958444505.1	0	70.93	0.36	General	71.98	0.0	261	o__Clostridiales (UID1212)	147	0.0	1837115	90.40470921474868	373	1269678	62.481047940038415	2032101	GB_GCA_019114585.1	f	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger_A;s__Gemmiger_A avium	not type material	none	f	107	107	48678	48678	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5447	5447	f	f	t	5671	5671	Contig	ERR9607065_bin.3_MetaWRAP_v1.3_MAG	na	PRJEB62825	SAMEA114061603	373	5671	none	2023-07-18	GCA_958444505.1	derived from metagenome	full	ERR9607065_bin.3_MetaWRAP_v1.3_MAG	human feces metagenome	none	0	none	uncultured Gemmiger sp.	none	na	none	none	none	none	none	none	2023/07/18	0	1623490	none	ERR9607065_bin.3_MetaWRAP_v1.3_MAG	EMG	1623490	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__Gemmiger;s__	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;x__Eubacteriales incertae sedis;g__Gemmiger;x__environmental samples;s__uncultured Gemmiger sp.	0	2032101	none	none	na	2032101	0	CAUCOV000000000.1	2114	373	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	29	0
RS_GCF_023956895.1	0	100.0	0.51	Specific	99.62	0.38	473	o__Lactobacillales (UID544)	265	0.0	2452138	86.28255030109226	98	1082207	38.079251621929174	2841986	RS_GCF_015751045.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	not type material	none	f	6	6	370335	370335	3137	1	2911	NZ_JAMXHI010000044.1	3137	1	111	NZ_JAMXHI010000044.1	2911	5371	0	99.966	ADMM01000074.91.3003	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium PC4.1	28999	28999	t	f	f	195765	195765	Contig	ASM2395689v1	na	PRJNA224116	SAMN29224756	98	195765	Ghana: Accra	2022-06-27	GCA_023956895.1	none	full	na	Rectal swabs	none	0	1	Enterococcus faecium	none	na	3	none	none	none	none	none	2022/06/27	0	1352	1	EF007	Noguchi Memorial Institute for Medical Research	1352	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium	0	2841986	11	49	na	2841986	0	JAMXHI000000000.1	2781	98	1770	1	none	none	none	none	none	none	1558	NZ_JAMXHI010000048.1	1558	2878	0	100	CP030110.474589.476156	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	0	19	49	0
RS_GCF_004348725.1	0	100.0	1.78	Specific	98.96	3.71	330	o__Actinomycetales (UID1697)	193	0.0	6740293	90.50845277288926	351	5167829	69.39345322004066	7447142	RS_GCF_004348725.1	t	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Kribbellaceae;g__Kribbella;s__Kribbella turkmenica	type strain of species	LPSN	f	70	70	116072	116072	27674	1	3120	NZ_SMKR01000101.1	27674	1	112	NZ_SMKR01000101.1	3126	5306	0	97.377	CP001736.5850811.5853932	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella flavida DSM 17836	21216	21216	t	f	f	34876	34876	Contig	ASM434872v1	na	PRJNA224116	SAMN11032567	351	34876	Turkmenistan: Mary	2019-03-13	GCA_004348725.1	none	full	na	Desert soil	none	0	0	Kribbella turkmenica	none	representative genome	3	none	none	none	none	none	2019/03/13	0	2530375	1	16K104	Ondokuz Mayis University	2530375	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Kribbellaceae;g__Kribbella;s__Kribbella turkmenica	d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Kribbellaceae;g__Kribbella;s__Kribbella turkmenica	0	7447142	11	46	assembly from type material	7447142	0	SMKR00000000.1	7235	351	27674	1	none	none	none	none	none	none	1517	NZ_SMKR01000101.1	1480	2734	0	100	MG770857.1.1480	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp.	0	18	47	0
RS_GCF_009794835.1	0	100.0	0.61	Specific	99.97	0.59	1173	f__Enterobacteriaceae (UID5124)	336	0.0	4433026	88.50259596775514	85	2535528	50.62023325577839	5008922	RS_GCF_003697165.2	f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	not type material	none	f	5	5	772153	772153	3223	1	2901	NZ_WTOG01000028.1	394589	7	356	NZ_WTOG01000006.1	2901	5347	0	99.931	CP032265.1875084.1878008	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli	58928	58928	t	f	f	403575	403575	Contig	ASM979483v1	na	PRJNA224116	SAMN13559108	85	403575	Tanzania	2019-12-23	GCA_009794835.1	none	full	na	feces	none	0	1	Escherichia coli	none	na	18	none	none	none	none	none	2019/12/23	0	562	9	10433wH11	washington state university	562	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	0	5008922	11	78	na	5008922	0	WTOG00000000.1	4668	85	1510	1	none	none	none	none	none	none	1450	NZ_WTOG01000029.1	1450	2678	0	100	CP028714.482692.484245	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli	0	19	78	1
GB_GCA_948898525.1	0	98.53	0.0	General	98.22	0.0	284	c__Deltaproteobacteria (UID3218)	169	0.0	1919320	90.30271065276705	28	920659	43.31638459812113	2125429	GB_GCA_025232395.1	f	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Taurinivorans;s__Taurinivorans muris	not type material	none	f	5	5	361762	361762	none	0	none	none	none	0	none	none	none	none	none	none	none	none	75908	75908	f	f	t	137098	137098	Contig	MGBC117023	na	PRJEB59335	SAMEA112390602	28	137098	none	2023-03-25	GCA_948898525.1	derived from metagenome	full	MGBC117023	Faeces	none	0	none	uncultured Mailhella sp.	none	na	none	none	none	none	none	none	2023/03/25	0	1981031	none	MGBC117023	UNIVERSITY OF CAMBRIDGE	1981031	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;x__environmental samples;s__uncultured Mailhella sp.	0	2125429	none	none	na	2125429	0	CAQVCQ000000000.1	1935	28	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	48	1
GB_GCA_938022445.1	0	93.86	4.88	Specific	90.71	4.36	657	f__Neisseriaceae (UID3890)	443	34.62	1791270	83.38838185284239	157	1198056	55.77269267563736	2148105	RS_GCF_900187105.1	f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Eikenella;s__Eikenella corrodens	not type material	none	f	37	37	59864	59864	13310	1	224	CALIHO010000112.1	13310	1	109	CALIHO010000112.1	224	414	1.78e-114	100	LXSH01000006.318.3295	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Eikenella;Eikenella corrodens	13682	13682	f	f	t	18834	18834	Contig	ERR589371_bin.96_CONCOCT_v1.1_MAG	na	PRJEB51075	SAMEA14084560	157	18834	none	2023-01-10	GCA_938022445.1	derived from metagenome	full	ERR589371_bin.96_CONCOCT_v1.1_MAG	human gut metagenome	none	0	none	Eikenella corrodens	none	na	none	none	none	none	none	none	2023/01/10	0	539	none	ERR589371_bin.96_CONCOCT_v1.1_MAG	European Bioinformatics Institute	539	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella;s__Eikenella corrodens	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella;s__Eikenella corrodens	0	2148105	none	none	na	2148105	0	CALIHO000000000.1	2197	157	32749	1	none	none	none	none	none	none	547	CALIHO010000134.1	547	1000	0	99.634	LXSQ01000018.139.1689	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Eikenella;Eikenella sp. NML130454	0	17	39	0
RS_GCF_003097655.1	0	99.99	0.03	Specific	98.94	0.71	511	f__Flavobacteriaceae (UID2817)	283	0.0	3459260	87.20761238260063	65	1377953	34.738062795349784	3966695	RS_GCF_003097655.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium laiguense	type strain of species	LPSN	f	7	7	665298	665298	5161	3	2874	NZ_QCZH01000039.1	3166	2	110	NZ_QCZH01000046.1	2874	5001	0	98.086	MUNX01000072.267.3159	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. A45	61026	61026	t	f	f	172969	172969	Contig	ASM309765v1	na	PRJNA224116	SAMN08931428	65	172969	China	2018-05-08	GCA_003097655.1	none	full	na	Glacier ice	29.3087826 N 96.8186951 E	0	0	Flavobacterium laiguense	none	representative genome	7	none	none	none	none	none	2018/05/08	0	2169409	2	LB2P30	Institute of Microbiology, Chinese Academy of Sciences	2169409	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium laiguense	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium laiguense	0	3966695	11	54	assembly from type material	3966695	0	QCZH00000000.1	3479	65	3166	2	none	none	none	none	none	none	1533	NZ_QCZH01000046.1	1533	2832	0	100	AP015029.5136424.5137963	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida	0	19	55	0
GB_GCA_016714985.1	0	100.0	3.69	General	96.2	1.43	298	p__Bacteroidetes (UID2591)	198	25.0	7215012	86.10796237750671	67	4229495	50.47714353570759	8379030	GB_GCA_016714985.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA6168;s__UBA6168 sp016714985	not type material	none	f	11	11	941914	941914	941914	2	2870	JADKBS010000001.1	522480	2	108	JADKBS010000005.1	2812	1897	0	79.445	CEGE01000999.165.3034	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Sunxiuqinia;microbial mat metagenome	125060	125060	t	f	f	204938	204938	Contig	ASM1671498v1	na	PRJNA629478	SAMN16426318	67	204938	Denmark: Odense NE	2021-01-19	GCA_016714985.1	derived from metagenome	full	OdNE_18-Q3-R46-58_BAT3C.319	activated sludge from OdNE_18-Q3-R46-58	55.432604 N 10.458855 E	0	0	Saprospiraceae bacterium	none	na	6	none	none	none	none	none	2021/01/19	0	2202734	2	OdNE_18-Q3-R46-58_BAT3C.319	Aalborg University	2202734	d__Bacteria;p__Bacteroidota;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__;s__	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;x__unclassified Saprospiraceae;s__Saprospiraceae bacterium	0	8379030	11	43	na	8379030	0	JADKBS000000000.1	7351	67	522480	2	none	none	none	none	none	none	1525	JADKBS010000005.1	1510	2486	0	96.424	FPLS01003190.18.1526	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter;metagenome	0	19	41	0
GB_GCA_001491275.1	0	99.98	0.02	Specific	99.15	0.52	926	g__Campylobacter (UID3076)	174	33.33	1722321	93.35533622525556	47	573350	31.077413574328055	1844909	GB_GCA_001492295.1	f	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli_B	not type material	none	f	4	4	427571	427571	4282	1	2902	FBFI01000039.1	none	0	none	none	2902	5360	0	100	MPIV01000001.119726.122648	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli	39253	39253	f	f	t	185302	185302	Contig	EC5496	na	PRJEB11972	SAMEA3683200	47	185302	none	2015-12-18	GCA_001491275.1	none	full	EC5496	farm environment	none	0	none	Campylobacter coli	none	na	none	none	none	none	none	none	2015/12/18	0	195	none	n;EC5496;a	INSTITUTE OF FOOD RESEARCH	195	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter coli	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter coli	0	1844909	none	none	na	1844909	0	FBFI00000000.1	1919	47	2220	1	none	none	none	none	none	none	1511	FBFI01000047.1	1511	2774	0	99.801	AIPM01000049.478.1994	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni subsp. jejuni LMG 9872	0	19	42	1
RS_GCF_900480345.1	8	100.0	0.12	Specific	99.67	0.33	1173	f__Enterobacteriaceae (UID5124)	336	0.0	4382669	87.33558327956233	103	2535548	50.53875424877273	5018194	RS_GCF_003697165.2	f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	not type material	none	f	14	14	252368	252368	128665	3	2513	NZ_UDAN01000013.1	55438	6	347	NZ_UDAN01000033.1	1694	3125	0	99.941	CP029973.961362.964293	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli	48709	52272	t	f	f	123924	123924	Scaffold	17328_2#70	na	PRJNA224116	SAMEA3753078	103	123924	none	2018-06-30	GCA_900480345.1	none	full	na	none	none	0	9	Escherichia coli	none	na	16	96	14	123924	80004	36467	2018/06/30	7	562	6	VREC0602	SC	562	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	1149	5018194	11	84	na	5017045	0	UDAN00000000.1	4745	96	29209	3	none	none	none	none	none	none	2325	NZ_UDAN01000043.1	1448	2675	0	100	CP033250.3843552.3845105	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli	1149	19	84	1
RS_GCF_016919685.1	24	99.98	0.72	Specific	99.23	1.35	577	g__Streptomyces (UID2055)	284	0.0	6888342	86.80884816502541	1	5702763	71.86806123972832	7935069	RS_GCF_003932715.1	f	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces tsukubensis	not type material	none	f	1	1	7935069	7935069	7935069	6	3123	NZ_CP070379.1	7935069	6	111	NZ_CP070379.1	3123	5762	0	99.968	AJSZ01000615.10548.13672	Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces tsukubensis NRRL18488	7935069	7935069	t	f	f	7935069	7935069	Complete Genome	ASM1691968v1	na	PRJNA224116	SAMN17922692	none	none	China	2021-02-23	GCA_016919685.1	none	full	na	soil	29 N 106.11 E	1	0	Streptomyces tsukubensis	none	na	18	1	1	7935069	7935069	7935069	2021/02/23	0	83656	6	L20	zhejiang university	83656	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces tsukubensis	d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces tsukubensis	0	7935069	11	63	na	7935069	0	na	6531	1	7935069	6	none	none	none	none	none	none	1529	NZ_CP070379.1	1529	2824	0	100	AJSZ01000843.13247.14785	Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces tsukubensis NRRL18488	0	19	64	1
RS_GCF_001647795.1	0	100.0	0.09	Specific	99.54	0.02	765	f__Pasteurellaceae (UID4932)	438	0.0	1461040	87.61943143082632	1	636090	38.14669286182056	1667484	RS_GCF_900109315.1	f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_B;s__Haemophilus_B ducreyi	not type material	none	f	1	1	1667484	1667484	1667484	6	2889	NZ_CP015428.1	1667484	6	281	NZ_CP015428.1-#6	2889	5336	0	100	CP015424.1364064.1366976	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus;[Haemophilus] ducreyi	1667484	1667484	t	f	f	1667484	1667484	Complete Genome	ASM164779v1	na	PRJNA224116	SAMN04632443	none	none	Vanuatu	2016-05-19	GCA_001647795.1	none	full	na	cutaneous ulcer	none	1	1	[Haemophilus] ducreyi	1573	na	19	1	1	1667484	1667484	1667484	2016/05/19	0	730	6	VAN5	Centers for Disease Control and Prevention	730	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__[Haemophilus] ducreyi	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__[Haemophilus] ducreyi	0	1667484	11	49	na	1667484	0	na	1640	1	1667484	6	none	none	none	none	none	none	1537	NZ_CP015428.1	1537	2839	0	100	CP015427.257459.259003	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus;[Haemophilus] ducreyi	0	19	49	1
GB_GCA_030603665.1	0	91.31	3.1	General	90.83	1.83	160	k__Bacteria (UID1452)	109	0.0	3669881	87.52925289094408	32	2513230	59.94230991225802	4192748	GB_GCA_030603665.1	t	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__B3-Chlor;g__JAUVXJ01;s__JAUVXJ01 sp030603665	not type material	none	f	6	6	500117	500117	14945	2	3054	JAUVXJ010000031.1	140338	1	112	JAUVXJ010000011.1	1677	1454	0	83.005	CAES01000116.1.2749	Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus senegalensis JC66	131023	131023	t	f	f	219037	219037	Contig	ASM3060366v1	na	PRJNA950938	SAMN34049226	32	219037	none	2023-08-03	GCA_030603665.1	derived from metagenome	full	CSMAG_1213	cold seep	none	0	none	Chloroflexota bacterium	none	na	none	none	none	none	none	none	2023/08/03	0	2026724	none	CSMAG_1213	Third Institute of Oceanography, Ministry of Natural Resources	2026724	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria;x__Terrabacteria group;p__Chloroflexota;x__unclassified Chloroflexota;s__Chloroflexota bacterium	0	4192748	none	none	na	4192748	0	JAUVXJ000000000.1	3780	32	14945	2	none	none	none	none	none	none	1305	JAUVXJ010000031.1	1254	2272	0	99.362	AB806073.1.1450	Bacteria;Chloroflexi;Anaerolineae;MSB-5B2;uncultured bacterium	0	19	50	1
RS_GCF_025750955.1	0	100.0	0.11	Specific	99.93	0.1	1207	f__Enterobacteriaceae (UID5162)	328	0.0	4416123	88.05213993041363	97	2546887	50.78183975196148	5015350	RS_GCF_003697165.2	f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	not type material	none	f	14	14	266235	266235	2861	1	2621	NZ_JAOWRN010000059.1	2861	2	111	NZ_JAOWRN010000059.1	2621	4830	0	99.924	CP018323.1595438.1598364	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli	51704	51704	t	f	f	132532	132532	Contig	ASM2575095v1	na	PRJNA224116	SAMN31236540	97	132532	South Korea	2022-10-18	GCA_025750955.1	none	full	na	feces	37.45988 N 126.9519 E	0	6	Escherichia coli	none	na	4	none	none	none	none	none	2022/10/18	0	562	1	SNU-Eco037	Seoul National University	562	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	0	5015350	11	73	na	5015350	0	JAOWRN000000000.1	4743	97	2041	1	none	none	none	none	none	none	1538	NZ_JAOWRN010000093.1	1538	2841	0	100	CP024978.1989104.1990641	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli	0	19	73	1
RS_GCF_001904095.4	0	100.0	0.11	Specific	100.0	0.02	1312	g__Klebsiella (UID5140)	336	0.0	4806536	88.0220898721423	112	3128593	57.29392107317105	5460602	RS_GCF_000742135.1	f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	not type material	none	f	15	15	276922	276922	3278	1	2786	NZ_MPYU04000036.1	208169	8	111	NZ_MPYU04000046.1-#2	2786	5145	0	100	CP033396.5148777.5151699	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	48755	48755	t	f	f	131120	131120	Contig	ASM190409v4	na	PRJNA224116	SAMN05956142	112	131120	USA: North Carolina	2018-11-14	GCA_001904095.4	none	full	na	intra-abdominal	none	0	6	Klebsiella pneumoniae	5473	na	18	none	none	none	none	none	2018/11/14	0	573	2	CRK0112	JCVI	573	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;x__Klebsiella/Raoultella group;g__Klebsiella;s__Klebsiella pneumoniae	0	5460602	11	65	na	5460602	0	MPYU00000000.4	5199	112	1706	1	none	none	none	none	none	none	1536	NZ_MPYU04000080.1	1536	2837	0	100	CP031721.4756932.4758481	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	0	18	68	1
